"County Code","District Code","School Code","Filler","Test Year","Type Id","County Name","District Name","School Name","Zip Code"
"00","00000","0000000",,"2016","4","State of California","","","     "
"01","00000","0000000",,"2016","5","Alameda","","","     "
"01","10017","0000000",,"2016","6","Alameda","Alameda County Office Of Education","","     "
"01","10017","0112607",,"2016","9","Alameda","Envision Academy For Arts & Technology","Envision Academy For Arts & Technology","94612"
"01","10017","0123968",,"2016","9","Alameda","Community School For Creative Education","Community School For Creative Education","94606"
"01","10017","0124172",,"2016","10","Alameda","Alameda County Office Of Education","Yu Ming Charter","94608"
"01","10017","0125567",,"2016","9","Alameda","Urban Montessori Charter","Urban Montessori Charter","94619"
"01","10017","0130401",,"2016","7","Alameda","Alameda County Office Of Education","Alameda County Juvenile Hall/Court","94578"
"01","10017","0130419",,"2016","7","Alameda","Alameda County Office Of Education","Alameda County Community","94544"
"01","10017","0131581",,"2016","9","Alameda","Oakland Unity Middle","Oakland Unity Middle","94605"
"01","10017","6001788",,"2016","9","Alameda","Cox Academy","Cox Academy","94603"
"01","10017","6002000",,"2016","9","Alameda","Lazear Charter Academy","Lazear Charter Academy","94601"
"01","31609","0000000",,"2016","6","Alameda","California School For The Blind (State S","","     "
"01","31609","0131755",,"2016","7","Alameda","California School For The Blind (State S","California School For The Blind","94536"
"01","31617","0000000",,"2016","6","Alameda","California School For The Deaf-Fremont (","","     "
"01","31617","0131763",,"2016","7","Alameda","California School For The Deaf-Fremont (","California School For The Deaf-Fremont","94538"
"01","61119","0000000",,"2016","6","Alameda","Alameda Unified","","     "
"01","61119","0106401",,"2016","7","Alameda","Alameda Unified","Alameda Science And Technology Institute","94501"
"01","61119","0111765",,"2016","7","Alameda","Alameda Unified","Ruby Bridges Elementary","94501"
"01","61119","0119222",,"2016","9","Alameda","Nea Community Learning Center","Nea Community Learning Center","94501"
"01","61119","0122085",,"2016","9","Alameda","The Academy Of Alameda","The Academy Of Alameda","94501"
"01","61119","0126656",,"2016","7","Alameda","Alameda Unified","Maya Lin","94501"
"01","61119","0130229",,"2016","7","Alameda","Alameda Unified","Alameda High","94501"
"01","61119","0130609",,"2016","9","Alameda","Alameda Community Learning Center","Alameda Community Learning Center","94501"
"01","61119","0130625",,"2016","9","Alameda","Alternatives In Action","Alternatives In Action","94621"
"01","61119","0132142",,"2016","7","Alameda","Alameda Unified","Encinal Junior/Senior High","94501"
"01","61119","0134304",,"2016","7","Alameda","Alameda Unified","Island High (Continuation)","94501"
"01","61119","6090005",,"2016","7","Alameda","Alameda Unified","Donald D. Lum Elementary","94501"
"01","61119","6090013",,"2016","7","Alameda","Alameda Unified","Edison Elementary","94501"
"01","61119","6090021",,"2016","7","Alameda","Alameda Unified","Frank Otis Elementary","94501"
"01","61119","6090039",,"2016","7","Alameda","Alameda Unified","Franklin Elementary","94501"
"01","61119","6090047",,"2016","7","Alameda","Alameda Unified","Henry Haight Elementary","94501"
"01","61119","6090054",,"2016","7","Alameda","Alameda Unified","Lincoln Middle","94501"
"01","61119","6090112",,"2016","7","Alameda","Alameda Unified","Will C. Wood Middle","94501"
"01","61119","6090120",,"2016","7","Alameda","Alameda Unified","William G. Paden Elementary","94501"
"01","61119","6100374",,"2016","7","Alameda","Alameda Unified","Amelia Earhart Elementary","94502"
"01","61119","6110779",,"2016","7","Alameda","Alameda Unified","Bay Farm","94502"
"01","61127","0000000",,"2016","6","Alameda","Albany City Unified School District","","     "
"01","61127","0130294",,"2016","7","Alameda","Albany City Unified School District","Macgregor High (Continuation)","94706"
"01","61127","0130450",,"2016","7","Alameda","Albany City Unified School District","Albany High","94706"
"01","61127","6090146",,"2016","7","Alameda","Albany City Unified School District","Cornell Elementary","94706"
"01","61127","6090161",,"2016","7","Alameda","Albany City Unified School District","Albany Middle","94706"
"01","61127","6095376",,"2016","7","Alameda","Albany City Unified School District","Marin Elementary","94706"
"01","61127","6116222",,"2016","7","Alameda","Albany City Unified School District","Ocean View Elementary","94706"
"01","61143","0000000",,"2016","6","Alameda","Berkeley Unified","","     "
"01","61143","0122689",,"2016","9","Alameda","Realm Charter Middle","Realm Charter Middle","94710"
"01","61143","0122697",,"2016","9","Alameda","Realm Charter High","Realm Charter High","94710"
"01","61143","0131177",,"2016","7","Alameda","Berkeley Unified","Berkeley High","94704"
"01","61143","0134924",,"2016","7","Alameda","Berkeley Unified","Berkeley Technology Academy","94704"
"01","61143","6056857",,"2016","7","Alameda","Berkeley Unified","Martin Luther King Middle","94703"
"01","61143","6056865",,"2016","7","Alameda","Berkeley Unified","Willard Middle","94705"
"01","61143","6090187",,"2016","7","Alameda","Berkeley Unified","Rosa Parks Environmental Science Magnet","94710"
"01","61143","6090195",,"2016","7","Alameda","Berkeley Unified","Cragmont Elementary","94708"
"01","61143","6090211",,"2016","7","Alameda","Berkeley Unified","Emerson Elementary","94705"
"01","61143","6090252",,"2016","7","Alameda","Berkeley Unified","Jefferson Elementary","94702"
"01","61143","6090278",,"2016","7","Alameda","Berkeley Unified","Leconte Elementary","94705"
"01","61143","6090286",,"2016","7","Alameda","Berkeley Unified","Malcolm X Elementary","94703"
"01","61143","6090294",,"2016","7","Alameda","Berkeley Unified","Longfellow Arts And Technology Middle","94703"
"01","61143","6090302",,"2016","7","Alameda","Berkeley Unified","Oxford Elementary","94707"
"01","61143","6090310",,"2016","7","Alameda","Berkeley Unified","Thousand Oaks Elementary","94707"
"01","61143","6090328",,"2016","7","Alameda","Berkeley Unified","Washington Elementary","94704"
"01","61143","6097729",,"2016","7","Alameda","Berkeley Unified","Berkeley Arts Magnet At Whittier","94709"
"01","61143","6105316",,"2016","7","Alameda","Berkeley Unified","John Muir Elementary","94705"
"01","61150","0000000",,"2016","6","Alameda","Castro Valley Unified","","     "
"01","61150","0132225",,"2016","7","Alameda","Castro Valley Unified","Castro Valley High","94546"
"01","61150","0135533",,"2016","7","Alameda","Castro Valley Unified","Redwood Continuation High","94546"
"01","61150","6090351",,"2016","7","Alameda","Castro Valley Unified","Castro Valley Elementary","94546"
"01","61150","6090369",,"2016","7","Alameda","Castro Valley Unified","Chabot Elementary","94546"
"01","61150","6090385",,"2016","7","Alameda","Castro Valley Unified","Creekside Middle","94546"
"01","61150","6090393",,"2016","7","Alameda","Castro Valley Unified","Independent Elementary","94552"
"01","61150","6090401",,"2016","7","Alameda","Castro Valley Unified","Marshall Elementary","94546"
"01","61150","6090419",,"2016","7","Alameda","Castro Valley Unified","Palomares Elementary","94552"
"01","61150","6090435",,"2016","7","Alameda","Castro Valley Unified","Proctor Elementary","94546"
"01","61150","6090468",,"2016","7","Alameda","Castro Valley Unified","Stanton Elementary","94546"
"01","61150","6090484",,"2016","7","Alameda","Castro Valley Unified","Vannoy Elementary","94546"
"01","61150","6097653",,"2016","7","Alameda","Castro Valley Unified","Canyon Middle","94552"
"01","61150","6113005",,"2016","7","Alameda","Castro Valley Unified","Jensen Ranch Elementary","94552"
"01","61168","0000000",,"2016","6","Alameda","Emery Unified School District","","     "
"01","61168","0132746",,"2016","7","Alameda","Emery Unified School District","Emery Secondary","94608"
"01","61168","6090492",,"2016","7","Alameda","Emery Unified School District","Anna Yates Elementary","94608"
"01","61176","0000000",,"2016","6","Alameda","Fremont Unified School District","","     "
"01","61176","0130062",,"2016","7","Alameda","Fremont Unified School District","American High","94536"
"01","61176","0130138",,"2016","7","Alameda","Fremont Unified School District","Robertson High (Continuation)","94538"
"01","61176","0130435",,"2016","7","Alameda","Fremont Unified School District","Vista Alternative","94538"
"01","61176","0130534",,"2016","10","Alameda","Fremont Unified School District","Circle Of Independent Learning","94538"
"01","61176","0134270",,"2016","7","Alameda","Fremont Unified School District","Irvington High","94538"
"01","61176","0134452",,"2016","7","Alameda","Fremont Unified School District","John F. Kennedy High","94538"
"01","61176","0135244",,"2016","7","Alameda","Fremont Unified School District","Mission San Jose High","94539"
"01","61176","0138693",,"2016","7","Alameda","Fremont Unified School District","Washington High","94536"
"01","61176","6000541",,"2016","7","Alameda","Fremont Unified School District","John Blacow Elementary","94538"
"01","61176","6000558",,"2016","7","Alameda","Fremont Unified School District","Brier Elementary","94538"
"01","61176","6000566",,"2016","7","Alameda","Fremont Unified School District","Cabrillo Elementary","94536"
"01","61176","6000590",,"2016","7","Alameda","Fremont Unified School District","E. M. Grimmer Elementary","94538"
"01","61176","6000624",,"2016","7","Alameda","Fremont Unified School District","Glenmoor Elementary","94536"
"01","61176","6000640",,"2016","7","Alameda","Fremont Unified School District","Harvey Green Elementary","94538"
"01","61176","6000665",,"2016","7","Alameda","Fremont Unified School District","J. Haley Durham Elementary","94538"
"01","61176","6000673",,"2016","7","Alameda","Fremont Unified School District","James Leitch Elementary","94539"
"01","61176","6000681",,"2016","7","Alameda","Fremont Unified School District","Joseph Azevada Elementary","94538"
"01","61176","6000715",,"2016","7","Alameda","Fremont Unified School District","Tom Maloney Elementary","94536"
"01","61176","6000723",,"2016","7","Alameda","Fremont Unified School District","John G. Mattos Elementary","94536"
"01","61176","6000749",,"2016","7","Alameda","Fremont Unified School District","Mission Valley Elementary","94539"
"01","61176","6000756",,"2016","7","Alameda","Fremont Unified School District","Niles Elementary","94536"
"01","61176","6000764",,"2016","7","Alameda","Fremont Unified School District","O. N. Hirsch Elementary","94538"
"01","61176","6000798",,"2016","7","Alameda","Fremont Unified School District","Parkmont Elementary","94536"
"01","61176","6000806",,"2016","7","Alameda","Fremont Unified School District","Patterson Elementary","94536"
"01","61176","6000830",,"2016","7","Alameda","Fremont Unified School District","Vallejo Mill Elementary","94536"
"01","61176","6000848",,"2016","7","Alameda","Fremont Unified School District","Warm Springs Elementary","94539"
"01","61176","6056873",,"2016","7","Alameda","Fremont Unified School District","Centerville Junior High","94536"
"01","61176","6056881",,"2016","7","Alameda","Fremont Unified School District","G. M. Walters Junior High","94538"
"01","61176","6056907",,"2016","7","Alameda","Fremont Unified School District","John M. Horner Junior High","94538"
"01","61176","6056915",,"2016","7","Alameda","Fremont Unified School District","Thornton Junior High","94536"
"01","61176","6056923",,"2016","7","Alameda","Fremont Unified School District","William Hopkins Junior High","94539"
"01","61176","6066468",,"2016","7","Alameda","Fremont Unified School District","John Gomes Elementary","94539"
"01","61176","6089320",,"2016","7","Alameda","Fremont Unified School District","Brookvale Elementary","94536"
"01","61176","6089619",,"2016","7","Alameda","Fremont Unified School District","Warwick Elementary","94555"
"01","61176","6090526",,"2016","7","Alameda","Fremont Unified School District","Joshua Chadbourne Elementary","94539"
"01","61176","6090534",,"2016","7","Alameda","Fremont Unified School District","Mission San Jose Elementary","94539"
"01","61176","6090542",,"2016","7","Alameda","Fremont Unified School District","Oliveira Elementary","94536"
"01","61176","6090559",,"2016","7","Alameda","Fremont Unified School District","Steven Millard Elementary","94538"
"01","61176","6104723",,"2016","7","Alameda","Fremont Unified School District","Ardenwood Elementary","94555"
"01","61176","6106983",,"2016","7","Alameda","Fremont Unified School District","Fred E. Weibel Elementary","94539"
"01","61176","6111330",,"2016","7","Alameda","Fremont Unified School District","Forest Park Elementary","94555"
"01","61176","6201172",,"2016","7","Alameda","Fremont Unified School District","Stars High","94577"
"01","61176","6204713",,"2016","7","Alameda","Fremont Unified School District","Spectrum Center - Mission Valley Campus","94540"
"01","61176","6979405",,"2016","7","Alameda","Fremont Unified School District","Achievekids - Palo Alto","94303"
"01","61176","7035512",,"2016","7","Alameda","Fremont Unified School District","Seneca Family Of Agencies James Baldwin Academy","94578"
"01","61176","7087794",,"2016","7","Alameda","Fremont Unified School District","Summitview Academy","95667"
"01","61176","7103534",,"2016","7","Alameda","Fremont Unified School District","The Bay School","95062"
"01","61192","0000000",,"2016","6","Alameda","Hayward Unified School District","","     "
"01","61192","0108670",,"2016","9","Alameda","Leadership Public Schools - Hayward","Leadership Public Schools - Hayward","94545"
"01","61192","0111815",,"2016","7","Alameda","Hayward Unified School District","Stonebrae Elementary","94542"
"01","61192","0113902",,"2016","9","Alameda","Impact Academy Of Arts & Technology","Impact Academy Of Arts & Technology","94545"
"01","61192","0119248",,"2016","9","Alameda","Golden Oak Montessori Of Hayward","Golden Oak Montessori Of Hayward","94546"
"01","61192","0127696",,"2016","9","Alameda","Knowledge Enlightens You (Key) Academy","Knowledge Enlightens You (Key) Academy","94541"
"01","61192","0127944",,"2016","9","Alameda","Silver Oak High Public Montessori Charte","Silver Oak High Public Montessori Charter","94542"
"01","61192","0131334",,"2016","7","Alameda","Hayward Unified School District","Highland","94540"
"01","61192","0133009",,"2016","7","Alameda","Hayward Unified School District","Brenkwitz High","94541"
"01","61192","0133629",,"2016","7","Alameda","Hayward Unified School District","Hayward High","94541"
"01","61192","0135319",,"2016","7","Alameda","Hayward Unified School District","Mt. Eden High","94545"
"01","61192","0138339",,"2016","7","Alameda","Hayward Unified School District","Tennyson High","94544"
"01","61192","6000889",,"2016","7","Alameda","Hayward Unified School District","Bowman Elementary","94544"
"01","61192","6000905",,"2016","7","Alameda","Hayward Unified School District","Burbank Elementary","94541"
"01","61192","6000913",,"2016","7","Alameda","Hayward Unified School District","Cherryland Elementary","94541"
"01","61192","6000921",,"2016","7","Alameda","Hayward Unified School District","East Avenue Elementary","94541"
"01","61192","6000947",,"2016","7","Alameda","Hayward Unified School District","Eldridge Elementary","94544"
"01","61192","6000962",,"2016","7","Alameda","Hayward Unified School District","Fairview Elementary","94541"
"01","61192","6000988",,"2016","7","Alameda","Hayward Unified School District","Glassbrook Elementary","94544"
"01","61192","6000996",,"2016","7","Alameda","Hayward Unified School District","Harder Elementary","94544"
"01","61192","6001044",,"2016","7","Alameda","Hayward Unified School District","Longwood Elementary","94541"
"01","61192","6001051",,"2016","7","Alameda","Hayward Unified School District","Lorin A. Eden Elementary","94545"
"01","61192","6001093",,"2016","7","Alameda","Hayward Unified School District","Palma Ceia Elementary","94545"
"01","61192","6001101",,"2016","7","Alameda","Hayward Unified School District","Park Elementary","94540"
"01","61192","6001127",,"2016","7","Alameda","Hayward Unified School District","Ruus Elementary","94540"
"01","61192","6001135",,"2016","7","Alameda","Hayward Unified School District","Schafer Park Elementary","94544"
"01","61192","6001176",,"2016","7","Alameda","Hayward Unified School District","Southgate Elementary","94545"
"01","61192","6001192",,"2016","7","Alameda","Hayward Unified School District","Treeview Elementary","94544"
"01","61192","6056931",,"2016","7","Alameda","Hayward Unified School District","Bret Harte Middle","94540"
"01","61192","6056949",,"2016","7","Alameda","Hayward Unified School District","Cesar Chavez Middle","94544"
"01","61192","6056956",,"2016","7","Alameda","Hayward Unified School District","Anthony W. Ochoa Middle","94545"
"01","61192","6056972",,"2016","7","Alameda","Hayward Unified School District","Winton Middle","94540"
"01","61192","6062160",,"2016","7","Alameda","Hayward Unified School District","Strobridge Elementary","94546"
"01","61192","6066476",,"2016","7","Alameda","Hayward Unified School District","Martin Luther King, Jr. Middle","94545"
"01","61192","6090583",,"2016","7","Alameda","Hayward Unified School District","Eden Gardens Elementary","94545"
"01","61192","6104566",,"2016","7","Alameda","Hayward Unified School District","Tyrrell Elementary","94540"
"01","61192","6113815",,"2016","7","Alameda","Hayward Unified School District","Faith Ringgold School Of Arts And Science","94541"
"01","61200","0000000",,"2016","6","Alameda","Livermore Valley Joint Unified School Di","","     "
"01","61200","0107839",,"2016","9","Alameda","Livermore Valley Charter","Livermore Valley Charter","94551"
"01","61200","0120931",,"2016","9","Alameda","Livermore Valley Charter Preparatory Hig","Livermore Valley Charter Preparatory High","94551"
"01","61200","0130393",,"2016","7","Alameda","Livermore Valley Joint Unified School Di","Vineyard Alternative","94550"
"01","61200","0132670",,"2016","7","Alameda","Livermore Valley Joint Unified School Di","Del Valle Continuation High","94550"
"01","61200","0133397",,"2016","7","Alameda","Livermore Valley Joint Unified School Di","Granada High","94550"
"01","61200","0134536",,"2016","7","Alameda","Livermore Valley Joint Unified School Di","Livermore High","94550"
"01","61200","6001234",,"2016","7","Alameda","Livermore Valley Joint Unified School Di","Junction K-8","94551"
"01","61200","6001242",,"2016","7","Alameda","Livermore Valley Joint Unified School Di","East Avenue Middle","94550"
"01","61200","6001259",,"2016","7","Alameda","Livermore Valley Joint Unified School Di","Emma C. Smith Elementary","94550"
"01","61200","6001283",,"2016","7","Alameda","Livermore Valley Joint Unified School Di","Jackson Avenue Elementary","94550"
"01","61200","6001291",,"2016","7","Alameda","Livermore Valley Joint Unified School Di","Joe Michell","94550"
"01","61200","6001317",,"2016","7","Alameda","Livermore Valley Joint Unified School Di","Marylin Avenue Elementary","94551"
"01","61200","6001341",,"2016","7","Alameda","Livermore Valley Joint Unified School Di","William Mendenhall Middle","94550"
"01","61200","6071906",,"2016","7","Alameda","Livermore Valley Joint Unified School Di","Arroyo Seco Elementary","94550"
"01","61200","6085773",,"2016","7","Alameda","Livermore Valley Joint Unified School Di","Andrew N. Christensen Middle","94551"
"01","61200","6089338",,"2016","7","Alameda","Livermore Valley Joint Unified School Di","Rancho Las Positas Elementary","94551"
"01","61200","6097661",,"2016","7","Alameda","Livermore Valley Joint Unified School Di","Sunset Elementary","94550"
"01","61200","6110332",,"2016","7","Alameda","Livermore Valley Joint Unified School Di","Leo R. Croce Elementary","94551"
"01","61200","6117543",,"2016","7","Alameda","Livermore Valley Joint Unified School Di","Altamont Creek Elementary","94551"
"01","61218","0000000",,"2016","6","Alameda","Mountain House Elementary","","     "
"01","61218","6001358",,"2016","7","Alameda","Mountain House Elementary","Mountain House Elementary","94514"
"01","61234","0000000",,"2016","6","Alameda","Newark Unified School District","","     "
"01","61234","0130054",,"2016","7","Alameda","Newark Unified School District","Newark Memorial High","94560"
"01","61234","0130484",,"2016","7","Alameda","Newark Unified School District","Crossroads High (Alternative)","94560"
"01","61234","0135426",,"2016","7","Alameda","Newark Unified School District","Bridgepoint High (Continuation)","94560"
"01","61234","6001440",,"2016","7","Alameda","Newark Unified School District","August Schilling Elementary","94560"
"01","61234","6001457",,"2016","7","Alameda","Newark Unified School District","E. L. Musick Elementary","94560"
"01","61234","6001473",,"2016","7","Alameda","Newark Unified School District","H. A. Snow Elementary","94560"
"01","61234","6001481",,"2016","7","Alameda","Newark Unified School District","James A. Graham Elementary","94560"
"01","61234","6001499",,"2016","7","Alameda","Newark Unified School District","James L. Bunker Elementary","94560"
"01","61234","6001507",,"2016","7","Alameda","Newark Unified School District","John F. Kennedy Elementary","94560"
"01","61234","6001523",,"2016","7","Alameda","Newark Unified School District","Lincoln Elementary","94560"
"01","61234","6001531",,"2016","7","Alameda","Newark Unified School District","Louis Milani Elementary","94560"
"01","61234","6102917",,"2016","7","Alameda","Newark Unified School District","Newark Junior High","94560"
"01","61234","7035512",,"2016","7","Alameda","Newark Unified School District","Seneca Family Of Agencies James Baldwin Academy","94578"
"01","61242","0000000",,"2016","6","Alameda","New Haven Unified","","     "
"01","61242","0110460",,"2016","7","Alameda","New Haven Unified","Core Learning Academy At Conley-Caraballo High","94544"
"01","61242","0110478",,"2016","7","Alameda","New Haven Unified","Alternative Learning Academy At Conley-Caraballo H","94544"
"01","61242","0126763",,"2016","7","Alameda","New Haven Unified","Decoto School For Independent Study","94587"
"01","61242","0134668",,"2016","7","Alameda","New Haven Unified","James Logan High","94587"
"01","61242","6001572",,"2016","7","Alameda","New Haven Unified","Alvarado Elementary","94587"
"01","61242","6001606",,"2016","7","Alameda","New Haven Unified","Hillview Crest Elementary","94544"
"01","61242","6001622",,"2016","7","Alameda","New Haven Unified","Searles Elementary","94587"
"01","61242","6068266",,"2016","7","Alameda","New Haven Unified","Itliong-Vera Cruz","94587"
"01","61242","6097679",,"2016","7","Alameda","New Haven Unified","Cesar Chavez Middle","94587"
"01","61242","6101604",,"2016","7","Alameda","New Haven Unified","Pioneer Elementary","94587"
"01","61242","6115505",,"2016","7","Alameda","New Haven Unified","Tom Kitayama Elementary","94587"
"01","61242","6115554",,"2016","7","Alameda","New Haven Unified","Guy Jr. Emanuele Elementary","94587"
"01","61242","6118525",,"2016","7","Alameda","New Haven Unified","Delaine Eastin Elementary","94587"
"01","61259","0000000",,"2016","6","Alameda","Oakland Unified School District","","     "
"01","61259","0100065",,"2016","9","Alameda","Oakland Unity High","Oakland Unity High","94605"
"01","61259","0100123",,"2016","9","Alameda","East Oakland Leadership Academy","East Oakland Leadership Academy","94605"
"01","61259","0100701",,"2016","7","Alameda","Oakland Unified School District","Metwest High","94606"
"01","61259","0100792",,"2016","7","Alameda","Oakland Unified School District","Think College Now","94601"
"01","61259","0102988",,"2016","7","Alameda","Oakland Unified School District","Encompass Academy Elementary","94621"
"01","61259","0106542",,"2016","7","Alameda","Oakland Unified School District","Community Day High","94619"
"01","61259","0106559",,"2016","7","Alameda","Oakland Unified School District","Community Day Middle","94619"
"01","61259","0106906",,"2016","9","Alameda","Bay Area Technology","Bay Area Technology","94605"
"01","61259","0108944",,"2016","9","Alameda","Lighthouse Community Charter High","Lighthouse Community Charter High","94621"
"01","61259","0109819",,"2016","9","Alameda","Aspire Berkley Maynard Academy","Aspire Berkley Maynard Academy","94608"
"01","61259","0110189",,"2016","7","Alameda","Oakland Unified School District","Mcclymonds High","94607"
"01","61259","0110239",,"2016","7","Alameda","Oakland Unified School District","Reach Academy","94603"
"01","61259","0110247",,"2016","7","Alameda","Oakland Unified School District","Manzanita Seed Elementary","94601"
"01","61259","0110254",,"2016","7","Alameda","Oakland Unified School District","Sankofa Academy","94609"
"01","61259","0110262",,"2016","7","Alameda","Oakland Unified School District","Rise Community","94621"
"01","61259","0111476",,"2016","9","Alameda","Achieve Academy","Achieve Academy","94601"
"01","61259","0111856",,"2016","9","Alameda","American Indian Public High","American Indian Public High","94619"
"01","61259","0112763",,"2016","7","Alameda","Oakland Unified School District","United For Success Academy","94601"
"01","61259","0112771",,"2016","7","Alameda","Oakland Unified School District","Alliance Academy","94603"
"01","61259","0112789",,"2016","7","Alameda","Oakland Unified School District","Elmhurst Community Prep","94603"
"01","61259","0112797",,"2016","7","Alameda","Oakland Unified School District","Coliseum College Prep Academy","94621"
"01","61259","0112805",,"2016","7","Alameda","Oakland Unified School District","Roots International Academy","94621"
"01","61259","0112813",,"2016","7","Alameda","Oakland Unified School District","Fred T. Korematsu Discovery Academy","94603"
"01","61259","0114363",,"2016","9","Alameda","American Indian Public Charter School Ii","American Indian Public Charter School Ii","94607"
"01","61259","0114454",,"2016","9","Alameda","Conservatory Of Vocal/Instrumental Arts","Conservatory Of Vocal/Instrumental Arts","94619"
"01","61259","0114868",,"2016","9","Alameda","Oakland Charter High","Oakland Charter High","94607"
"01","61259","0115014",,"2016","9","Alameda","Kipp Bridge Academy","Kipp Bridge Academy","94607"
"01","61259","0115204",,"2016","7","Alameda","Oakland Unified School District","Community United Elementary","94621"
"01","61259","0115238",,"2016","9","Alameda","Arise High","Arise High","94601"
"01","61259","0115576",,"2016","7","Alameda","Oakland Unified School District","Futures Elementary","94621"
"01","61259","0115584",,"2016","7","Alameda","Oakland Unified School District","Global Family","94601"
"01","61259","0115592",,"2016","9","Alameda","Learning Without Limits","Learning Without Limits","94601"
"01","61259","0115600",,"2016","7","Alameda","Oakland Unified School District","East Oakland Pride Elementary","94621"
"01","61259","0115618",,"2016","7","Alameda","Oakland Unified School District","Greenleaf Elementary","94621"
"01","61259","0115626",,"2016","7","Alameda","Oakland Unified School District","West Oakland Middle","94607"
"01","61259","0115667",,"2016","7","Alameda","Oakland Unified School District","Oakland International High","94609"
"01","61259","0118224",,"2016","9","Alameda","Aspire Golden State College Preparatory","Aspire Golden State College Preparatory Academy","94610"
"01","61259","0118653",,"2016","7","Alameda","Oakland Unified School District","Ralph J. Bunche High","94607"
"01","61259","0119859",,"2016","7","Alameda","Oakland Unified School District","Gateway To College At Laney College","94607"
"01","61259","0120188",,"2016","9","Alameda","Aspire Eres Academy","Aspire Eres Academy","94601"
"01","61259","0121376",,"2016","7","Alameda","Oakland Unified School District","Home And Hospital Program","94607"
"01","61259","0123711",,"2016","9","Alameda","Vincent Academy","Vincent Academy","94607"
"01","61259","0125161",,"2016","7","Alameda","Oakland Unified School District","Castlemont High","94605"
"01","61259","0125716",,"2016","7","Alameda","Oakland Unified School District","Fremont High","94601"
"01","61259","0126748",,"2016","9","Alameda","Lps Oakland R & D Campus","Lps Oakland R & D Campus","94605"
"01","61259","0128413",,"2016","9","Alameda","Aspire College Academy","Aspire College Academy","94605"
"01","61259","0129403",,"2016","9","Alameda","Epic Charter","Epic Charter","94601"
"01","61259","0129635",,"2016","9","Alameda","Downtown Charter Academy","Downtown Charter Academy","94607"
"01","61259","0129932",,"2016","9","Alameda","East Bay Innovation Academy","East Bay Innovation Academy","94605"
"01","61259","0130146",,"2016","7","Alameda","Oakland Unified School District","Rudsdale Continuation","94605"
"01","61259","0130179",,"2016","7","Alameda","Oakland Unified School District","Street Academy (Alternative)","94609"
"01","61259","0130575",,"2016","7","Alameda","Oakland Unified School District","Life Academy","94601"
"01","61259","0130617",,"2016","9","Alameda","Oakland Military Institute, College Prep","Oakland Military Institute, College Preparatory Ac","94608"
"01","61259","0130633",,"2016","9","Alameda","Lighthouse Community Charter","Lighthouse Community Charter","94621"
"01","61259","0130666",,"2016","9","Alameda","Aspire Lionel Wilson College Preparatory","Aspire Lionel Wilson College Preparatory Academy","94603"
"01","61259","0130732",,"2016","9","Alameda","Aspire Triumph Technology Academy","Aspire Triumph Technology Academy","94605"
"01","61259","0131672",,"2016","9","Alameda","Castlemont Primary Academy","Castlemont Primary Academy","94605"
"01","61259","0131896",,"2016","9","Alameda","Roses In Concrete","Roses In Concrete","94619"
"01","61259","0131946",,"2016","9","Alameda","Castlemont Junior Academy","Castlemont Junior Academy","94605"
"01","61259","0132514",,"2016","9","Alameda","Francophone Charter School Of Oakland","Francophone Charter School Of Oakland","94605"
"01","61259","0132555",,"2016","9","Alameda","Conservatory Of Vocal/Instrumental Arts","Conservatory Of Vocal/Instrumental Arts High","94619"
"01","61259","0132688",,"2016","7","Alameda","Oakland Unified School District","Dewey Academy","94606"
"01","61259","0135905",,"2016","7","Alameda","Oakland Unified School District","Oakland High","94610"
"01","61259","0136051",,"2016","7","Alameda","Oakland Unified School District","Oakland Technical High","94611"
"01","61259","0137943",,"2016","7","Alameda","Oakland Unified School District","Skyline High","94619"
"01","61259","3030772",,"2016","9","Alameda","Oakland School For The Arts","Oakland School For The Arts","94612"
"01","61259","6001630",,"2016","7","Alameda","Oakland Unified School District","Allendale Elementary","94619"
"01","61259","6001648",,"2016","7","Alameda","Oakland Unified School District","Chabot Elementary","94618"
"01","61259","6001655",,"2016","7","Alameda","Oakland Unified School District","Bella Vista Elementary","94610"
"01","61259","6001663",,"2016","7","Alameda","Oakland Unified School District","Brookfield Elementary","94603"
"01","61259","6001689",,"2016","7","Alameda","Oakland Unified School District","Burckhalter Elementary","94605"
"01","61259","6001697",,"2016","7","Alameda","Oakland Unified School District","Carl B. Munck Elementary","94619"
"01","61259","6001713",,"2016","7","Alameda","Oakland Unified School District","Howard Elementary","94605"
"01","61259","6001739",,"2016","7","Alameda","Oakland Unified School District","Cleveland Elementary","94606"
"01","61259","6001754",,"2016","7","Alameda","Oakland Unified School District","Crocker Highlands Elementary","94610"
"01","61259","6001812",,"2016","7","Alameda","Oakland Unified School District","Emerson Elementary","94609"
"01","61259","6001820",,"2016","7","Alameda","Oakland Unified School District","Franklin Elementary","94606"
"01","61259","6001838",,"2016","7","Alameda","Oakland Unified School District","Fruitvale Elementary","94602"
"01","61259","6001846",,"2016","7","Alameda","Oakland Unified School District","Garfield Elementary","94606"
"01","61259","6001853",,"2016","7","Alameda","Oakland Unified School District","Glenview Elementary","94602"
"01","61259","6001879",,"2016","7","Alameda","Oakland Unified School District","Grass Valley Elementary","94605"
"01","61259","6001895",,"2016","7","Alameda","Oakland Unified School District","Kaiser Elementary","94618"
"01","61259","6001903",,"2016","7","Alameda","Oakland Unified School District","New Highland Academy","94621"
