"County Code","District Code","School Code","Filler","Test Year","Subgroup ID","Test Type","Total CAASPP Enrollment","Total Tested At Entity Level","Total Tested with Scores","Grade","Test Id","CAASPP Reported Enrollment","Students Tested","Mean Scale Score","Percentage Standard Exceeded","Percentage Standard Met","Percentage Standard Met and Above","Percentage Standard Nearly Met","Percentage Standard Not Met","Students with Scores","Area 1 Percentage Above Standard","Area 1 Percentage Near Standard","Area 1 Percentage Below Standard","Area 2 Percentage Above Standard","Area 2 Percentage Near Standard","Area 2 Percentage Below Standard","Area 3 Percentage Above Standard","Area 3 Percentage Near Standard","Area 3 Percentage Below Standard","Area 4 Percentage Above Standard","Area 4 Percentage Near Standard","Area 4 Percentage Below Standard"
"01","61143","6097729",,2016,31,"B",79,"76",75,13,"1",79,"76","","11","17","28","35","37","75","7","48","45","12","49","39","11","63","27","11","60","29"
"01","61143","6097729",,2016,74,"B",30,"29",28,3,"1",11,"11","2371.5","9","9","18","27","55","11","9","18","73","18","27","55","9","55","36","9","27","64"
"01","61143","6097729",,2016,74,"B",30,"29",29,3,"2",11,"11","2382.0","18","9","27","18","55","11","18","27","55","27","18","55","18","36","45","0","0","0"
"01","61143","6097729",,2016,74,"B",30,"29",29,4,"2",11,"10","*","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,74,"B",30,"29",28,4,"1",11,"10","*","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,74,"B",30,"29",28,5,"1",8,"8","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,74,"B",30,"29",29,5,"2",8,"8","*","*","*","*","*","*","8","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,74,"B",30,"29",29,13,"2",30,"29","","10","7","17","31","52","29","14","28","59","10","31","59","7","38","55","0","0","0"
"01","61143","6097729",,2016,74,"B",30,"29",28,13,"1",30,"29","","4","21","25","18","57","28","7","36","57","14","36","50","7","46","46","11","36","54"
"01","61143","6097729",,2016,76,"B",16,"15",15,3,"2",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,76,"B",16,"14",14,3,"1",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,76,"B",16,"14",14,4,"1",7,"6","*","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,76,"B",16,"15",15,4,"2",7,"7","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,76,"B",16,"15",15,5,"2",5,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,76,"B",16,"14",14,5,"1",5,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,76,"B",16,"14",14,13,"1",16,"14","","14","21","36","50","14","14","21","43","36","21","64","14","7","93","0","14","86","0"
"01","61143","6097729",,2016,76,"B",16,"15",15,13,"2",16,"15","","47","33","80","20","0","15","60","33","7","60","33","7","40","60","0","0","0","0"
"01","61143","6097729",,2016,77,"B",3,"3",3,3,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,77,"B",3,"3",3,3,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,77,"B",3,"3",3,5,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,77,"B",3,"3",3,5,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,77,"B",3,"3",3,13,"2",3,"3","","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,77,"B",3,"3",3,13,"1",3,"3","","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,78,"B",37,"35",35,3,"2",13,"13","2445.4","15","38","54","38","8","13","38","54","8","15","62","23","31","69","0","0","0","0"
"01","61143","6097729",,2016,78,"B",37,"35",35,3,"1",13,"13","2423.7","15","15","31","46","23","13","15","54","31","31","31","38","8","69","23","8","92","0"
"01","61143","6097729",,2016,78,"B",37,"35",35,4,"1",14,"12","2477.3","33","17","50","25","25","12","25","50","25","33","50","17","25","58","17","25","50","25"
"01","61143","6097729",,2016,78,"B",37,"35",35,4,"2",14,"12","2487.8","25","25","50","33","17","12","42","33","25","17","50","33","42","42","17","0","0","0"
"01","61143","6097729",,2016,78,"B",37,"35",35,5,"2",10,"10","*","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,78,"B",37,"35",35,5,"1",10,"10","*","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,78,"B",37,"35",35,13,"1",37,"35","","26","23","49","31","20","35","20","57","23","31","40","29","14","66","20","23","66","11"
"01","61143","6097729",,2016,78,"B",37,"35",35,13,"2",37,"35","","20","31","51","34","14","35","37","43","20","14","57","29","31","60","9","0","0","0"
"01","61143","6097729",,2016,80,"B",91,"86",85,3,"2",37,"36","2492.9","49","34","83","11","6","35","57","34","9","63","29","9","60","40","0","0","0","0"
"01","61143","6097729",,2016,80,"B",91,"85",85,3,"1",37,"36","2476.0","44","36","81","11","8","36","33","53","14","33","53","14","50","44","6","42","53","6"
"01","61143","6097729",,2016,80,"B",91,"85",85,4,"1",27,"22","2520.2","41","36","77","14","9","22","32","59","9","41","55","5","23","73","5","36","59","5"
"01","61143","6097729",,2016,80,"B",91,"86",85,4,"2",27,"23","2525.6","39","43","83","17","0","23","48","48","4","48","48","4","43","48","9","0","0","0"
"01","61143","6097729",,2016,80,"B",91,"86",85,5,"2",27,"27","2588.2","56","26","81","15","4","27","67","30","4","56","41","4","52","41","7","0","0","0"
"01","61143","6097729",,2016,80,"B",91,"85",85,5,"1",27,"27","2590.9","63","22","85","15","0","27","59","37","4","59","37","4","56","44","0","56","41","4"
"01","61143","6097729",,2016,80,"B",91,"85",85,13,"1",91,"85","","49","32","81","13","6","85","41","49","9","44","48","8","45","52","4","45","51","5"
"01","61143","6097729",,2016,80,"B",91,"86",85,13,"2",91,"86","","48","34","82","14","4","85","58","36","6","56","38","6","53","42","5","0","0","0"
"01","61143","6097729",,2016,90,"B",8,"8",8,3,"1",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,90,"B",8,"8",8,3,"2",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,90,"B",8,"8",8,4,"2",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,90,"B",8,"8",8,4,"1",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,90,"B",8,"8",8,5,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,90,"B",8,"8",8,5,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,90,"B",8,"8",8,13,"2",8,"8","","*","*","*","*","*","8","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,90,"B",8,"8",8,13,"1",8,"8","","*","*","*","*","*","8","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,91,"B",22,"21",21,3,"1",13,"12","2374.3","8","0","8","42","50","12","8","25","67","0","50","50","8","67","25","0","58","42"
"01","61143","6097729",,2016,91,"B",22,"21",21,3,"2",13,"12","2390.1","8","17","25","33","42","12","25","33","42","17","33","50","8","67","25","0","0","0"
"01","61143","6097729",,2016,91,"B",22,"21",21,4,"2",5,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,91,"B",22,"21",21,4,"1",5,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,91,"B",22,"21",21,5,"1",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,91,"B",22,"21",21,5,"2",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,91,"B",22,"21",21,13,"1",22,"21","","5","10","14","43","43","21","5","38","57","5","57","38","5","71","24","0","57","43"
"01","61143","6097729",,2016,91,"B",22,"21",21,13,"2",22,"21","","14","10","24","38","38","21","24","24","52","10","38","52","10","62","29","0","0","0"
"01","61143","6097729",,2016,92,"B",22,"22",22,3,"2",7,"7","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,92,"B",22,"22",21,3,"1",7,"7","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,92,"B",22,"22",21,4,"1",8,"8","*","*","*","*","*","*","8","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,92,"B",22,"22",22,4,"2",8,"8","*","*","*","*","*","*","8","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,92,"B",22,"22",22,5,"2",7,"7","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,92,"B",22,"22",21,5,"1",7,"7","*","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,92,"B",22,"22",21,13,"1",22,"22","","5","10","14","38","48","21","5","38","57","5","43","52","5","62","33","14","48","38"
"01","61143","6097729",,2016,92,"B",22,"22",22,13,"2",22,"22","","5","14","18","41","41","22","9","36","55","9","36","55","5","55","41","0","0","0"
"01","61143","6097729",,2016,93,"B",73,"70",70,3,"1",25,"25","2450.4","20","60","80","12","8","25","16","68","16","32","52","16","24","64","12","24","72","4"
"01","61143","6097729",,2016,93,"B",73,"71",71,3,"2",25,"25","2472.4","32","52","84","12","4","25","52","44","4","40","48","12","56","40","4","0","0","0"
"01","61143","6097729",,2016,93,"B",73,"71",71,4,"2",23,"21","2496.4","24","43","67","19","14","21","38","43","19","29","43","29","33","43","24","0","0","0"
"01","61143","6097729",,2016,93,"B",73,"70",70,4,"1",23,"20","2491.2","40","20","60","15","25","20","35","50","15","30","45","25","20","60","20","25","70","5"
"01","61143","6097729",,2016,93,"B",73,"70",70,5,"1",25,"25","2576.7","48","36","84","12","4","25","48","44","8","52","40","8","48","48","4","56","36","8"
"01","61143","6097729",,2016,93,"B",73,"71",71,5,"2",25,"25","2570.3","40","40","80","16","4","25","56","40","4","40","56","4","44","40","16","0","0","0"
"01","61143","6097729",,2016,93,"B",73,"71",71,13,"2",73,"71","","32","45","77","15","7","71","49","42","8","37","49","14","45","41","14","0","0","0"
"01","61143","6097729",,2016,93,"B",73,"70",70,13,"1",73,"70","","36","40","76","13","11","70","33","54","13","39","46","16","31","57","11","36","59","6"
"01","61143","6097729",,2016,94,"B",93,"87",86,3,"2",34,"34","2497.2","48","36","85","9","6","33","64","24","12","64","27","9","61","39","0","0","0","0"
"01","61143","6097729",,2016,94,"B",93,"86",86,3,"1",34,"34","2489.1","56","18","74","21","6","34","44","47","9","47","44","9","53","41","6","50","44","6"
"01","61143","6097729",,2016,94,"B",93,"86",86,4,"1",33,"27","2514.1","37","41","78","15","7","27","33","56","11","37","56","7","22","70","7","37","56","7"
"01","61143","6097729",,2016,94,"B",93,"87",86,4,"2",33,"28","2516.8","43","25","68","29","4","28","50","46","4","46","39","14","54","43","4","0","0","0"
"01","61143","6097729",,2016,94,"B",93,"87",86,5,"2",26,"25","2582.4","52","28","80","12","8","25","68","24","8","48","48","4","48","48","4","0","0","0"
"01","61143","6097729",,2016,94,"B",93,"86",86,5,"1",26,"25","2583.6","52","36","88","8","4","25","52","44","4","60","32","8","36","56","8","60","40","0"
"01","61143","6097729",,2016,94,"B",93,"86",86,13,"1",93,"86","","49","30","79","15","6","86","43","49","8","48","44","8","38","55","7","49","47","5"
"01","61143","6097729",,2016,94,"B",93,"87",86,13,"2",93,"87","","48","30","78","16","6","86","60","31","8","53","37","9","55","43","2","0","0","0"
"01","61143","6097729",,2016,99,"B",206,"194",194,3,"1",74,"73","2460.0","34","29","63","27","10","73","27","55","18","33","52","15","33","62","5","32","62","7"
"01","61143","6097729",,2016,99,"B",206,"196",195,3,"2",74,"73","2479.3","35","42","76","21","3","72","51","42","7","47","42","11","49","51","0","0","0","0"
"01","61143","6097729",,2016,99,"B",206,"196",195,4,"2",71,"63","2500.1","32","29","60","29","11","63","41","40","19","32","44","24","40","44","16","0","0","0"
"01","61143","6097729",,2016,99,"B",206,"194",194,4,"1",71,"61","2489.4","31","30","61","20","20","61","28","54","18","28","57","15","18","67","15","31","56","13"
"01","61143","6097729",,2016,99,"B",206,"194",194,5,"1",61,"60","2560.5","43","33","77","15","8","60","43","43","13","50","37","13","37","53","10","50","43","7"
"01","61143","6097729",,2016,99,"B",206,"196",195,5,"2",61,"60","2557.7","42","30","72","17","12","60","55","30","15","40","47","13","40","47","13","0","0","0"
"01","61143","6097729",,2016,99,"B",206,"196",195,13,"2",206,"196","","36","34","70","22","8","195","49","37","13","40","44","16","43","48","9","0","0","0"
"01","61143","6097729",,2016,99,"B",206,"194",194,13,"1",206,"194","","36","30","66","21","12","194","32","51","16","37","49","14","29","61","10","37","54","9"
"01","61143","6097729",,2016,111,"B",144,"135",135,3,"1",51,"50","2479.0","46","32","78","16","6","50","38","48","14","44","44","12","44","48","8","46","48","6"
"01","61143","6097729",,2016,111,"B",144,"136",135,3,"2",51,"50","2488.1","43","39","82","12","6","49","55","35","10","55","33","12","57","43","0","0","0","0"
"01","61143","6097729",,2016,111,"B",144,"136",135,4,"2",50,"43","2512.0","35","37","72","21","7","43","47","44","9","37","47","16","44","44","12","0","0","0"
"01","61143","6097729",,2016,111,"B",144,"135",135,4,"1",50,"42","2503.0","38","33","71","14","14","42","36","50","14","36","52","12","24","64","12","36","55","10"
"01","61143","6097729",,2016,111,"B",144,"135",135,5,"1",43,"43","2589.4","53","37","91","9","0","43","56","44","0","58","37","5","42","56","2","60","37","2"
"01","61143","6097729",,2016,111,"B",144,"136",135,5,"2",43,"43","2583.8","51","33","84","14","2","43","65","33","2","49","49","2","51","42","7","0","0","0"
"01","61143","6097729",,2016,111,"B",144,"136",135,13,"2",144,"136","","43","36","79","16","5","135","56","37","7","47","42","10","51","43","6","0","0","0"
"01","61143","6097729",,2016,111,"B",144,"135",135,13,"1",144,"135","","46","34","80","13","7","135","43","47","10","46","44","10","37","56","7","47","47","6"
"01","61143","6097729",,2016,120,"B",9,"6",6,3,"2",3,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,120,"B",9,"4",4,3,"1",3,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,120,"B",9,"4",4,4,"1",6,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,120,"B",9,"6",6,4,"2",6,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,120,"B",9,"6",6,13,"2",9,"6","","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,120,"B",9,"4",4,13,"1",9,"4","","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,121,"B",4,"4",4,3,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,121,"B",4,"4",4,3,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,121,"B",4,"4",4,4,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,121,"B",4,"4",4,4,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,121,"B",4,"4",4,13,"1",4,"4","","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,121,"B",4,"4",4,13,"2",4,"4","","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,128,"B",17,"17",16,3,"1",10,"10","*","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,128,"B",17,"17",17,3,"2",10,"10","*","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,128,"B",17,"17",17,4,"2",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,128,"B",17,"17",16,4,"1",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,128,"B",17,"17",16,5,"1",3,"3","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,128,"B",17,"17",17,5,"2",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,128,"B",17,"17",17,13,"2",17,"17","","0","0","0","6","94","17","0","6","94","0","6","94","0","29","71","0","0","0"
"01","61143","6097729",,2016,128,"B",17,"17",16,13,"1",17,"17","","0","0","0","19","81","16","0","6","94","0","13","88","6","25","69","0","19","81"
"01","61143","6097729",,2016,142,"B",18,"16",16,3,"1",7,"7","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,142,"B",18,"16",16,3,"2",7,"7","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,142,"B",18,"16",16,4,"2",4,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,142,"B",18,"16",16,4,"1",4,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,142,"B",18,"16",16,5,"1",7,"6","*","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,142,"B",18,"16",16,5,"2",7,"6","*","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,142,"B",18,"16",16,13,"2",18,"16","","6","38","44","44","13","16","31","44","25","19","50","31","19","75","6","0","0","0"
"01","61143","6097729",,2016,142,"B",18,"16",16,13,"1",18,"16","","13","13","25","44","31","16","13","38","50","6","56","38","6","88","6","6","88","6"
"01","61143","6097729",,2016,144,"B",45,"45",45,3,"2",18,"18","2445.1","17","44","61","22","17","18","39","33","28","22","44","33","39","56","6","0","0","0"
"01","61143","6097729",,2016,144,"B",45,"45",45,3,"1",18,"18","2443.0","33","22","56","33","11","18","28","50","22","28","56","17","28","61","11","28","50","22"
"01","61143","6097729",,2016,144,"B",45,"45",45,4,"1",15,"15","2479.5","33","27","60","13","27","15","33","40","27","20","47","33","20","60","20","40","47","13"
"01","61143","6097729",,2016,144,"B",45,"45",45,4,"2",15,"15","2480.1","27","27","53","20","27","15","40","27","33","27","27","47","47","33","20","0","0","0"
"01","61143","6097729",,2016,144,"B",45,"45",45,5,"2",12,"12","2549.4","42","33","75","8","17","12","58","25","17","42","50","8","50","25","25","0","0","0"
"01","61143","6097729",,2016,144,"B",45,"45",45,5,"1",12,"12","2563.3","33","50","83","8","8","12","42","50","8","50","42","8","33","50","17","75","17","8"
"01","61143","6097729",,2016,144,"B",45,"45",45,13,"1",45,"45","","33","31","64","20","16","45","33","47","20","31","49","20","27","58","16","44","40","16"
"01","61143","6097729",,2016,144,"B",45,"45",45,13,"2",45,"45","","27","36","62","18","20","45","44","29","27","29","40","31","44","40","16","0","0","0"
"01","61143","6097729",,2016,160,"B",27,"22",22,3,"2",10,"9","*","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,160,"B",27,"20",20,3,"1",10,"9","*","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,160,"B",27,"20",20,4,"1",10,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,160,"B",27,"22",22,4,"2",10,"7","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,160,"B",27,"22",22,5,"2",7,"6","*","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,160,"B",27,"20",20,5,"1",7,"6","*","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,160,"B",27,"20",20,13,"1",27,"20","","10","15","25","45","30","20","10","40","50","5","60","35","5","85","10","10","85","5"
"01","61143","6097729",,2016,160,"B",27,"22",22,13,"2",27,"22","","9","32","41","45","14","22","27","50","23","18","45","36","18","73","9","0","0","0"
"01","61143","6097729",,2016,180,"B",179,"175",174,3,"2",72,"72","2463.6","34","37","70","15","14","71","46","35","18","42","38","20","46","45","8","0","0","0"
"01","61143","6097729",,2016,180,"B",179,"175",174,3,"1",72,"72","2449.3","32","28","60","26","14","72","25","51","24","32","46","22","35","53","13","29","54","17"
"01","61143","6097729",,2016,180,"B",179,"175",174,4,"1",61,"57","2479.4","32","26","58","16","26","57","28","51","21","28","53","19","18","63","19","26","54","19"
"01","61143","6097729",,2016,180,"B",179,"175",174,4,"2",61,"57","2488.8","30","26","56","26","18","57","39","37","25","30","42","28","35","44","21","0","0","0"
"01","61143","6097729",,2016,180,"B",179,"175",174,5,"2",46,"46","2546.3","43","26","70","15","15","46","54","28","17","43","41","15","41","39","20","0","0","0"
"01","61143","6097729",,2016,180,"B",179,"175",174,5,"1",46,"46","2557.7","44","33","78","11","11","45","44","42","13","51","36","13","40","47","13","60","29","11"
"01","61143","6097729",,2016,180,"B",179,"175",174,13,"1",179,"175","","35","29","64","19","17","174","31","49","20","36","45","19","30","55","15","36","48","16"
"01","61143","6097729",,2016,180,"B",179,"175",174,13,"2",179,"175","","35","30","66","19","16","174","46","34","20","39","40","21","41","43","16","0","0","0"
"01","61143","6097729",,2016,200,"B",25,"24",24,3,"2",8,"8","*","*","*","*","*","*","8","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,200,"B",25,"24",23,3,"1",8,"8","*","*","*","*","*","*","8","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,200,"B",25,"24",23,4,"1",10,"9","*","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,200,"B",25,"24",24,4,"2",10,"9","*","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,200,"B",25,"24",24,5,"2",7,"7","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,200,"B",25,"24",23,5,"1",7,"7","*","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,200,"B",25,"24",23,13,"1",25,"24","","0","17","17","13","70","23","0","35","65","4","35","61","4","39","57","9","35","57"
"01","61143","6097729",,2016,200,"B",25,"24",24,13,"2",25,"24","","0","4","4","38","58","24","0","33","67","4","29","67","0","33","67","0","0","0"
"01","61143","6097729",,2016,202,"B",10,"9",9,3,"2",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,202,"B",10,"8",8,3,"1",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,202,"B",10,"8",8,4,"1",3,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,202,"B",10,"9",9,4,"2",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,202,"B",10,"9",9,5,"2",4,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,202,"B",10,"8",8,5,"1",4,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,202,"B",10,"8",8,13,"1",10,"8","","*","*","*","*","*","8","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,202,"B",10,"9",9,13,"2",10,"9","","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,203,"B",1,"1",1,5,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,203,"B",1,"1",1,5,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,203,"B",1,"1",1,13,"2",1,"1","","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,203,"B",1,"1",1,13,"1",1,"1","","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,204,"B",15,"15",15,3,"2",7,"7","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,204,"B",15,"15",15,3,"1",7,"7","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,204,"B",15,"15",15,4,"1",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,204,"B",15,"15",15,4,"2",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,204,"B",15,"15",15,5,"2",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,204,"B",15,"15",15,5,"1",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,204,"B",15,"15",15,13,"1",15,"15","","7","20","27","47","27","15","7","60","33","13","53","33","7","73","20","7","73","20"
"01","61143","6097729",,2016,204,"B",15,"15",15,13,"2",15,"15","","13","27","40","40","20","15","27","40","33","7","67","27","27","60","13","0","0","0"
"01","61143","6097729",,2016,206,"B",13,"13",13,3,"2",8,"8","*","*","*","*","*","*","8","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,206,"B",13,"13",13,3,"1",8,"8","*","*","*","*","*","*","8","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,206,"B",13,"13",13,4,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,206,"B",13,"13",13,4,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","6097729",,2016,206,"B",13,"13",13,5,"2",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
