"County Code","District Code","School Code","Filler","Test Year","Subgroup ID","Test Type","Total CAASPP Enrollment","Total Tested At Entity Level","Total Tested with Scores","Grade","Test Id","CAASPP Reported Enrollment","Students Tested","Mean Scale Score","Percentage Standard Exceeded","Percentage Standard Met","Percentage Standard Met and Above","Percentage Standard Nearly Met","Percentage Standard Not Met","Students with Scores","Area 1 Percentage Above Standard","Area 1 Percentage Near Standard","Area 1 Percentage Below Standard","Area 2 Percentage Above Standard","Area 2 Percentage Near Standard","Area 2 Percentage Below Standard","Area 3 Percentage Above Standard","Area 3 Percentage Near Standard","Area 3 Percentage Below Standard","Area 4 Percentage Above Standard","Area 4 Percentage Near Standard","Area 4 Percentage Below Standard"
"01","61143","0000000",,2016,1,"B",5214,"4779",4661,3,"2",745,"702","2470.3","37","33","70","17","13","698","53","32","16","44","41","15","46","43","10","0","0","0"
"01","61143","0000000",,2016,1,"B",5214,"4750",4639,3,"1",745,"693","2456.9","41","21","62","19","19","689","38","39","23","37","41","22","32","55","12","34","49","17"
"01","61143","0000000",,2016,1,"B",5214,"4750",4639,4,"1",762,"704","2481.9","33","23","57","17","26","694","32","44","24","33","43","24","23","62","15","28","51","21"
"01","61143","0000000",,2016,1,"B",5214,"4779",4661,4,"2",762,"715","2495.7","30","28","58","24","18","711","43","28","29","34","42","24","38","39","23","0","0","0"
"01","61143","0000000",,2016,1,"B",5214,"4779",4661,5,"2",700,"684","2535.1","38","20","57","22","21","677","45","27","28","35","40","25","33","42","26","0","0","0"
"01","61143","0000000",,2016,1,"B",5214,"4750",4639,5,"1",700,"673","2532.9","35","29","64","16","20","670","37","39","24","41","41","18","29","54","17","42","47","11"
"01","61143","0000000",,2016,1,"B",5214,"4750",4639,6,"1",714,"663","2561.4","34","33","67","17","17","653","36","41","23","42","40","19","27","63","10","43","49","8"
"01","61143","0000000",,2016,1,"B",5214,"4779",4661,6,"2",714,"666","2568.5","38","24","62","19","18","656","41","32","26","40","41","20","40","45","15","0","0","0"
"01","61143","0000000",,2016,1,"B",5214,"4779",4661,7,"2",751,"682","2567.6","31","26","57","22","21","672","41","32","27","35","43","21","39","44","17","0","0","0"
"01","61143","0000000",,2016,1,"B",5214,"4750",4639,7,"1",751,"677","2574.7","25","37","63","18","19","671","34","42","23","38","42","19","25","65","10","35","49","16"
"01","61143","0000000",,2016,1,"B",5214,"4750",4639,8,"1",685,"614","2568.0","21","31","52","23","25","604","33","39","29","29","40","30","22","60","18","29","49","22"
"01","61143","0000000",,2016,1,"B",5214,"4779",4661,8,"2",685,"614","2578.6","30","19","49","23","28","607","38","32","30","33","42","25","31","48","21","0","0","0"
"01","61143","0000000",,2016,1,"B",5214,"4779",4661,11,"2",857,"716","2614.7","25","25","49","20","31","640","36","29","35","29","45","26","33","47","20","0","0","0"
"01","61143","0000000",,2016,1,"B",5214,"4750",4639,11,"1",857,"726","2627.7","36","32","69","19","13","658","49","39","12","39","43","18","33","58","9","47","42","11"
"01","61143","0000000",,2016,1,"B",5214,"4750",4639,13,"1",5214,"4750","","32","29","62","18","20","4639","37","41","23","37","42","21","28","60","13","37","48","15"
"01","61143","0000000",,2016,1,"B",5214,"4779",4661,13,"2",5214,"4779","","33","25","58","21","21","4661","43","30","27","36","42","22","37","44","19","0","0","0"
"01","61143","0000000",,2016,3,"B",2681,"2432",2374,3,"1",390,"363","2446.7","35","24","59","19","22","360","33","43","24","30","44","27","32","56","12","31","48","20"
"01","61143","0000000",,2016,3,"B",2681,"2449",2375,3,"2",390,"369","2473.8","42","30","71","16","12","366","56","28","16","48","37","15","47","41","12","0","0","0"
"01","61143","0000000",,2016,3,"B",2681,"2449",2375,4,"2",399,"378","2504.5","34","29","62","22","16","376","51","24","25","39","40","21","41","38","21","0","0","0"
"01","61143","0000000",,2016,3,"B",2681,"2432",2374,4,"1",399,"375","2476.7","31","25","56","17","27","367","30","45","25","29","48","23","25","58","16","25","53","23"
"01","61143","0000000",,2016,3,"B",2681,"2432",2374,5,"1",369,"346","2513.6","28","26","54","18","27","345","31","37","32","29","47","25","27","54","19","35","50","15"
"01","61143","0000000",,2016,3,"B",2681,"2449",2375,5,"2",369,"354","2535.1","39","20","59","19","22","350","47","26","27","35","37","27","33","42","25","0","0","0"
"01","61143","0000000",,2016,3,"B",2681,"2449",2375,6,"2",363,"340","2567.6","39","24","63","18","19","330","40","34","26","41","39","20","40","44","16","0","0","0"
"01","61143","0000000",,2016,3,"B",2681,"2432",2374,6,"1",363,"336","2545.6","29","33","62","18","20","330","32","42","27","35","41","24","23","65","12","39","50","11"
"01","61143","0000000",,2016,3,"B",2681,"2432",2374,7,"1",380,"338","2558.3","19","39","58","18","24","336","32","41","27","30","46","24","20","67","12","28","53","18"
"01","61143","0000000",,2016,3,"B",2681,"2449",2375,7,"2",380,"341","2572.9","35","25","60","20","20","335","44","29","27","39","41","20","42","42","16","0","0","0"
"01","61143","0000000",,2016,3,"B",2681,"2449",2375,8,"2",348,"313","2573.4","30","17","47","22","31","309","36","32","32","33","41","26","30","47","23","0","0","0"
"01","61143","0000000",,2016,3,"B",2681,"2432",2374,8,"1",348,"313","2551.2","17","29","47","22","31","309","31","35","34","26","37","37","20","59","20","24","48","28"
"01","61143","0000000",,2016,3,"B",2681,"2432",2374,11,"1",432,"361","2624.0","37","31","68","17","15","327","50","38","12","37","43","20","34","55","10","44","44","12"
"01","61143","0000000",,2016,3,"B",2681,"2449",2375,11,"2",432,"354","2623.3","29","25","54","18","28","309","39","28","33","35","44","22","39","42","19","0","0","0"
"01","61143","0000000",,2016,3,"B",2681,"2449",2375,13,"2",2681,"2449","","35","24","60","19","21","2375","45","29","26","39","40","22","39","42","19","0","0","0"
"01","61143","0000000",,2016,3,"B",2681,"2432",2374,13,"1",2681,"2432","","28","29","58","19","24","2374","34","40","26","31","44","26","26","59","15","32","49","18"
"01","61143","0000000",,2016,4,"B",2533,"2330",2286,3,"2",355,"333","2466.4","32","36","68","19","13","332","49","36","15","40","45","15","46","46","8","0","0","0"
"01","61143","0000000",,2016,4,"B",2533,"2318",2265,3,"1",355,"330","2468.1","47","18","65","18","16","329","43","36","21","46","38","17","33","54","13","37","50","13"
"01","61143","0000000",,2016,4,"B",2533,"2318",2265,4,"1",363,"329","2487.7","36","22","57","17","25","327","34","42","24","37","38","25","21","66","13","33","49","19"
"01","61143","0000000",,2016,4,"B",2533,"2330",2286,4,"2",363,"337","2485.9","25","27","53","26","21","335","34","33","33","28","45","27","35","41","24","0","0","0"
"01","61143","0000000",,2016,4,"B",2533,"2330",2286,5,"2",331,"330","2535.1","36","20","55","25","20","327","43","28","29","34","43","23","32","42","26","0","0","0"
"01","61143","0000000",,2016,4,"B",2533,"2318",2265,5,"1",331,"327","2553.5","42","32","74","13","13","325","44","41","15","53","35","12","32","53","15","48","45","7"
"01","61143","0000000",,2016,4,"B",2533,"2318",2265,6,"1",351,"327","2577.6","38","33","72","15","13","323","40","41","19","49","38","13","31","62","7","48","47","5"
"01","61143","0000000",,2016,4,"B",2533,"2330",2286,6,"2",351,"326","2569.4","37","25","62","21","17","326","43","30","27","38","42","20","40","46","14","0","0","0"
"01","61143","0000000",,2016,4,"B",2533,"2330",2286,7,"2",371,"341","2562.3","27","27","55","24","21","337","37","35","28","32","46","22","36","46","18","0","0","0"
"01","61143","0000000",,2016,4,"B",2533,"2318",2265,7,"1",371,"339","2591.1","32","36","68","18","15","335","37","44","19","47","39","14","29","63","8","41","45","13"
"01","61143","0000000",,2016,4,"B",2533,"2318",2265,8,"1",337,"301","2585.6","25","32","58","23","19","295","35","43","22","33","44","23","24","61","15","34","51","15"
"01","61143","0000000",,2016,4,"B",2533,"2330",2286,8,"2",337,"301","2584.0","30","21","51","24","24","298","39","33","28","33","43","24","31","48","20","0","0","0"
"01","61143","0000000",,2016,4,"B",2533,"2330",2286,11,"2",425,"362","2606.6","21","24","45","21","34","331","34","29","37","24","45","31","27","52","21","0","0","0"
"01","61143","0000000",,2016,4,"B",2533,"2318",2265,11,"1",425,"365","2631.4","35","34","69","20","11","331","47","40","13","41","43","15","32","60","9","49","40","10"
"01","61143","0000000",,2016,4,"B",2533,"2318",2265,13,"1",2533,"2318","","37","30","66","18","16","2265","40","41","19","44","39","17","29","60","11","42","47","12"
"01","61143","0000000",,2016,4,"B",2533,"2330",2286,13,"2",2533,"2330","","30","26","56","23","22","2286","40","32","28","33","44","23","35","46","19","0","0","0"
"01","61143","0000000",,2016,6,"B",4589,"4255",4154,3,"1",622,"584","2470.1","47","22","68","17","15","581","43","40","17","43","39","19","38","53","9","39","47","14"
"01","61143","0000000",,2016,6,"B",4589,"4242",4135,3,"2",622,"586","2479.8","42","33","75","15","10","582","58","29","13","49","37","13","52","39","9","0","0","0"
"01","61143","0000000",,2016,6,"B",4589,"4255",4154,4,"1",664,"631","2491.3","37","25","61","15","23","624","35","44","21","36","42","22","26","61","13","31","51","19"
"01","61143","0000000",,2016,6,"B",4589,"4242",4135,4,"2",664,"632","2502.6","33","28","62","21","18","628","47","26","27","37","41","21","42","37","21","0","0","0"
"01","61143","0000000",,2016,6,"B",4589,"4242",4135,5,"2",600,"588","2544.9","42","20","62","20","18","582","50","26","24","38","40","21","37","41","22","0","0","0"
"01","61143","0000000",,2016,6,"B",4589,"4255",4154,5,"1",600,"585","2545.4","39","31","70","14","16","582","41","39","19","46","39","15","33","54","14","46","45","9"
"01","61143","0000000",,2016,6,"B",4589,"4255",4154,6,"1",622,"592","2573.0","37","35","72","15","13","584","40","42","18","45","40","15","29","63","8","47","47","6"
"01","61143","0000000",,2016,6,"B",4589,"4242",4135,6,"2",622,"591","2579.7","42","26","67","18","14","584","45","33","22","44","40","16","43","44","12","0","0","0"
"01","61143","0000000",,2016,6,"B",4589,"4242",4135,7,"2",656,"606","2577.3","34","28","62","20","18","598","45","31","24","39","43","18","43","43","15","0","0","0"
"01","61143","0000000",,2016,6,"B",4589,"4255",4154,7,"1",656,"610","2585.4","28","40","68","16","16","605","38","43","19","42","42","16","27","65","8","38","48","14"
"01","61143","0000000",,2016,6,"B",4589,"4242",4135,8,"2",634,"567","2586.6","32","20","52","24","24","560","40","33","27","35","43","22","33","47","19","0","0","0"
"01","61143","0000000",,2016,6,"B",4589,"4255",4154,8,"1",634,"570","2576.2","23","32","55","24","21","560","35","41","25","31","42","27","24","60","16","31","49","19"
"01","61143","0000000",,2016,6,"B",4589,"4242",4135,11,"2",791,"672","2622.1","26","26","51","20","29","601","38","30","33","30","45","25","34","48","18","0","0","0"
"01","61143","0000000",,2016,6,"B",4589,"4255",4154,11,"1",791,"683","2637.1","39","33","72","18","10","618","51","39","10","41","44","15","35","57","8","49","42","9"
"01","61143","0000000",,2016,6,"B",4589,"4255",4154,13,"1",4589,"4255","","36","31","67","17","16","4154","40","41","18","41","41","18","30","59","11","40","47","13"
"01","61143","0000000",,2016,6,"B",4589,"4242",4135,13,"2",4589,"4242","","36","26","62","20","19","4135","46","30","24","39","41","20","41","43","17","0","0","0"
"01","61143","0000000",,2016,7,"B",413,"376",365,3,"2",30,"27","2493.8","37","52","89","11","0","27","70","30","0","59","41","0","56","44","0","0","0","0"
"01","61143","0000000",,2016,7,"B",413,"372",367,3,"1",30,"27","2481.7","52","30","81","15","4","27","56","41","4","33","63","4","26","70","4","37","63","0"
"01","61143","0000000",,2016,7,"B",413,"372",367,4,"1",49,"42","2496.0","38","31","69","7","24","42","31","50","19","36","45","19","29","64","7","33","48","19"
"01","61143","0000000",,2016,7,"B",413,"376",365,4,"2",49,"42","2517.4","38","29","67","26","7","42","55","26","19","40","45","14","40","45","14","0","0","0"
"01","61143","0000000",,2016,7,"B",413,"376",365,5,"2",71,"68","2570.4","48","26","74","20","6","66","58","29","14","41","48","11","38","48","14","0","0","0"
"01","61143","0000000",,2016,7,"B",413,"372",367,5,"1",71,"66","2557.2","41","33","74","18","8","66","48","35","17","41","48","11","36","62","2","41","55","5"
"01","61143","0000000",,2016,7,"B",413,"372",367,6,"1",52,"50","2578.3","38","34","72","16","12","50","36","51","13","50","38","13","42","50","8","55","45","0"
"01","61143","0000000",,2016,7,"B",413,"376",365,6,"2",52,"49","2590.9","45","20","65","27","8","49","51","27","22","45","43","12","45","49","6","0","0","0"
"01","61143","0000000",,2016,7,"B",413,"376",365,7,"2",60,"56","2590.3","38","30","68","16","16","56","51","29","20","41","45","14","42","45","13","0","0","0"
"01","61143","0000000",,2016,7,"B",413,"372",367,7,"1",60,"56","2608.7","36","43","79","13","9","56","48","41","11","57","36","7","30","64","5","50","43","7"
"01","61143","0000000",,2016,7,"B",413,"372",367,8,"1",58,"51","2603.4","35","29","65","12","24","51","49","33","18","41","41","18","25","63","12","31","53","16"
"01","61143","0000000",,2016,7,"B",413,"376",365,8,"2",58,"52","2626.6","48","19","67","17","15","52","52","31","17","50","35","15","46","40","13","0","0","0"
"01","61143","0000000",,2016,7,"B",413,"376",365,11,"2",93,"82","2632.1","22","30","52","25","23","73","44","25","31","24","53","24","34","53","12","0","0","0"
"01","61143","0000000",,2016,7,"B",413,"372",367,11,"1",93,"80","2649.3","39","44","83","9","8","75","51","44","5","41","53","6","38","58","4","49","47","4"
"01","61143","0000000",,2016,7,"B",413,"372",367,13,"1",413,"372","","39","36","75","13","12","367","46","42","12","44","46","11","33","61","6","43","50","7"
"01","61143","0000000",,2016,7,"B",413,"376",365,13,"2",413,"376","","39","28","67","21","12","365","53","28","19","41","45","14","41","47","11","0","0","0"
"01","61143","0000000",,2016,8,"B",317,"292",287,4,"2",7,"6","*","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2016,8,"B",317,"294",285,4,"1",7,"6","*","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2016,8,"B",317,"294",285,5,"1",19,"18","2525.4","17","67","83","0","17","18","39","44","17","33","50","17","11","78","11","39","56","6"
"01","61143","0000000",,2016,8,"B",317,"292",287,5,"2",19,"18","2524.8","22","39","61","22","17","18","33","44","22","17","67","17","22","61","17","0","0","0"
"01","61143","0000000",,2016,8,"B",317,"292",287,6,"2",52,"50","2578.6","24","40","64","34","2","50","35","56","8","34","54","12","30","66","4","0","0","0"
"01","61143","0000000",,2016,8,"B",317,"294",285,6,"1",52,"50","2572.1","22","56","78","16","6","50","18","65","16","48","46","6","20","73","6","36","64","0"
"01","61143","0000000",,2016,8,"B",317,"294",285,7,"1",81,"78","2557.8","9","51","60","23","17","77","22","58","20","34","44","22","20","72","8","17","75","8"
"01","61143","0000000",,2016,8,"B",317,"292",287,7,"2",81,"77","2562.6","22","32","54","29","17","76","33","47","20","24","57","20","33","53","14","0","0","0"
"01","61143","0000000",,2016,8,"B",317,"292",287,8,"2",72,"65","2565.5","14","26","40","38","22","65","31","42","28","15","68","17","12","71","17","0","0","0"
"01","61143","0000000",,2016,8,"B",317,"294",285,8,"1",72,"65","2549.4","5","35","40","40","20","65","14","52","34","12","66","22","15","69","15","15","72","12"
"01","61143","0000000",,2016,8,"B",317,"294",285,11,"1",86,"77","2594.7","19","38","57","32","12","69","22","60","18","29","58","14","25","65","10","38","52","9"
"01","61143","0000000",,2016,8,"B",317,"292",287,11,"2",86,"76","2590.0","15","19","35","26","39","72","23","38","39","11","58","31","18","58","24","0","0","0"
"01","61143","0000000",,2016,8,"B",317,"292",287,13,"2",317,"292","","20","29","49","31","21","287","31","44","25","21","59","20","24","60","16","0","0","0"
"01","61143","0000000",,2016,8,"B",317,"294",285,13,"1",317,"294","","14","45","60","26","14","285","21","58","22","31","52","17","20","70","10","28","65","8"
"01","61143","0000000",,2016,31,"B",2004,"1868",1817,3,"2",262,"254","2418.9","14","31","45","29","26","252","26","41","32","21","49","30","20","58","22","0","0","0"
"01","61143","0000000",,2016,31,"B",2004,"1861",1804,3,"1",262,"252","2397.9","16","16","32","29","39","250","14","42","44","17","42","41","9","66","25","13","55","32"
"01","61143","0000000",,2016,31,"B",2004,"1861",1804,4,"1",296,"280","2418.8","12","18","29","19","52","274","12","40","48","11","43","46","8","65","27","12","48","40"
"01","61143","0000000",,2016,31,"B",2004,"1868",1817,4,"2",296,"284","2439.8","8","21","30","34","36","283","17","29","54","11","45","43","16","42","42","0","0","0"
"01","61143","0000000",,2016,31,"B",2004,"1868",1817,5,"2",287,"282","2474.1","14","15","29","30","42","280","19","28","53","14","35","50","12","40","48","0","0","0"
"01","61143","0000000",,2016,31,"B",2004,"1861",1804,5,"1",287,"280","2470.8","11","26","37","23","40","278","15","39","46","19","47","34","10","58","32","19","59","22"
"01","61143","0000000",,2016,31,"B",2004,"1861",1804,6,"1",275,"251","2492.5","7","31","38","27","35","244","12","43","45","17","42","41","11","69","20","19","64","18"
"01","61143","0000000",,2016,31,"B",2004,"1868",1817,6,"2",275,"253","2495.0","11","21","32","28","40","247","15","30","55","15","43","42","14","53","33","0","0","0"
"01","61143","0000000",,2016,31,"B",2004,"1868",1817,7,"2",305,"286","2514.4","17","20","36","26","38","280","23","33","44","18","46","36","21","47","32","0","0","0"
"01","61143","0000000",,2016,31,"B",2004,"1861",1804,7,"1",305,"285","2527.2","11","30","41","25","34","282","19","44","38","23","42","36","13","70","17","19","56","25"
"01","61143","0000000",,2016,31,"B",2004,"1861",1804,8,"1",314,"296","2514.5","6","23","29","31","40","293","13","43","44","14","42","44","10","61","29","13","53","34"
"01","61143","0000000",,2016,31,"B",2004,"1868",1817,8,"2",314,"294","2523.7","12","15","27","29","44","291","19","33","48","14","48","38","13","51","35","0","0","0"
"01","61143","0000000",,2016,31,"B",2004,"1868",1817,11,"2",265,"215","2537.1","6","17","23","22","54","184","14","27","59","8","46","46","9","58","33","0","0","0"
"01","61143","0000000",,2016,31,"B",2004,"1861",1804,11,"1",265,"217","2553.9","8","37","45","30","25","183","16","59","26","14","53","33","17","66","17","22","56","22"
"01","61143","0000000",,2016,31,"B",2004,"1861",1804,13,"1",2004,"1861","","10","25","35","26","39","1804","14","43","42","17","44","40","11","65","24","16","56","28"
"01","61143","0000000",,2016,31,"B",2004,"1868",1817,13,"2",2004,"1868","","12","20","32","29","39","1817","19","32","49","15","45","40","15","49","35","0","0","0"
"01","61143","0000000",,2016,74,"B",889,"815",780,3,"1",96,"90","2382.6","13","11","24","27","49","88","14","36","50","16","34","50","11","60","28","9","49","42"
"01","61143","0000000",,2016,74,"B",889,"810",780,3,"2",96,"90","2396.3","11","19","31","30","40","88","22","33","45","14","43","43","18","47","35","0","0","0"
"01","61143","0000000",,2016,74,"B",889,"810",780,4,"2",132,"124","2411.9","4","11","15","35","49","124","7","31","63","5","40","55","7","38","55","0","0","0"
"01","61143","0000000",,2016,74,"B",889,"815",780,4,"1",132,"124","2397.8","7","13","20","17","63","122","8","34","57","5","37","58","6","62","32","8","43","49"
"01","61143","0000000",,2016,74,"B",889,"815",780,5,"1",115,"114","2441.1","2","23","25","24","51","113","4","42","54","14","39","47","5","53","42","12","58","30"
"01","61143","0000000",,2016,74,"B",889,"810",780,5,"2",115,"114","2434.8","3","11","13","29","58","113","6","27","66","4","29","66","4","32","64","0","0","0"
"01","61143","0000000",,2016,74,"B",889,"810",780,6,"2",114,"107","2473.9","8","18","26","27","47","103","11","29","60","10","43","48","12","48","41","0","0","0"
"01","61143","0000000",,2016,74,"B",889,"815",780,6,"1",114,"106","2480.0","7","24","30","30","39","102","12","38","50","11","41","47","7","69","24","18","61","21"
"01","61143","0000000",,2016,74,"B",889,"815",780,7,"1",116,"109","2487.9","2","20","22","31","47","106","6","40","55","8","51","41","8","69","23","8","44","47"
"01","61143","0000000",,2016,74,"B",889,"810",780,7,"2",116,"108","2459.3","4","11","15","33","51","105","8","31","62","5","38","57","7","48","45","0","0","0"
"01","61143","0000000",,2016,74,"B",889,"810",780,8,"2",146,"132","2492.4","2","9","12","36","52","130","6","38","56","5","45","51","7","51","42","0","0","0"
"01","61143","0000000",,2016,74,"B",889,"815",780,8,"1",146,"136","2481.1","2","16","18","33","49","133","6","41","53","5","37","58","5","55","40","8","45","47"
"01","61143","0000000",,2016,74,"B",889,"815",780,11,"1",170,"136","2546.6","9","32","41","26","33","116","17","55","28","13","48","40","15","61","24","25","50","25"
"01","61143","0000000",,2016,74,"B",889,"810",780,11,"2",170,"135","2524.1","4","14","18","23","59","117","11","23","66","4","48","47","6","59","35","0","0","0"
"01","61143","0000000",,2016,74,"B",889,"810",780,13,"2",889,"810","","5","13","18","31","51","780","10","30","60","6","41","53","8","46","46","0","0","0"
"01","61143","0000000",,2016,74,"B",889,"815",780,13,"1",889,"815","","6","20","26","27","48","780","9","41","50","10","41","49","8","61","31","12","50","38"
"01","61143","0000000",,2016,75,"B",11,"10",10,4,"2",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2016,75,"B",11,"10",10,4,"1",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2016,75,"B",11,"10",10,5,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2016,75,"B",11,"10",10,5,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2016,75,"B",11,"10",10,6,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2016,75,"B",11,"10",10,6,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2016,75,"B",11,"10",10,7,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2016,75,"B",11,"10",10,7,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2016,75,"B",11,"10",10,8,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2016,75,"B",11,"10",10,8,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2016,75,"B",11,"10",10,11,"1",2,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2016,75,"B",11,"10",10,11,"2",2,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2016,75,"B",11,"10",10,13,"2",11,"10","","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2016,75,"B",11,"10",10,13,"1",11,"10","","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2016,76,"B",369,"340",335,3,"2",39,"36","2482.6","42","36","78","11","11","36","67","22","11","50","42","8","53","36","11","0","0","0"
"01","61143","0000000",,2016,76,"B",369,"327",320,3,"1",39,"33","2453.9","34","19","53","38","9","32","31","56","13","28","59","13","9","88","3","31","59","9"
"01","61143","0000000",,2016,76,"B",369,"327",320,4,"1",54,"46","2482.2","35","17","52","30","17","46","31","47","22","33","51","16","20","71","9","27","53","20"
"01","61143","0000000",,2016,76,"B",369,"340",335,4,"2",54,"51","2499.7","31","25","57","31","12","51","35","37","27","31","45","24","43","47","10","0","0","0"
"01","61143","0000000",,2016,76,"B",369,"340",335,5,"2",40,"37","2521.0","32","22","54","16","30","37","41","24","35","32","35","32","30","41","30","0","0","0"
"01","61143","0000000",,2016,76,"B",369,"327",320,5,"1",40,"35","2498.8","26","17","43","31","26","35","31","31","37","34","43","23","11","63","26","23","60","17"
"01","61143","0000000",,2016,76,"B",369,"327",320,6,"1",50,"46","2561.9","28","46","74","11","15","46","36","47","18","47","38","16","24","67","9","42","51","7"
"01","61143","0000000",,2016,76,"B",369,"340",335,6,"2",50,"46","2598.4","41","30","72","20","9","46","47","36","18","50","37","13","43","48","9","0","0","0"
"01","61143","0000000",,2016,76,"B",369,"340",335,7,"2",67,"63","2602.7","41","25","67","24","10","63","56","27","17","48","46","6","46","41","13","0","0","0"
"01","61143","0000000",,2016,76,"B",369,"327",320,7,"1",67,"63","2584.7","25","38","63","25","11","63","38","46","16","37","49","14","24","70","6","38","59","3"
"01","61143","0000000",,2016,76,"B",369,"327",320,8,"1",41,"34","2575.0","21","24","45","30","24","33","33","39","27","33","39","27","21","73","6","30","64","6"
"01","61143","0000000",,2016,76,"B",369,"340",335,8,"2",41,"36","2577.2","26","20","46","26","29","35","34","34","31","26","49","26","26","49","26","0","0","0"
"01","61143","0000000",,2016,76,"B",369,"340",335,11,"2",78,"71","2644.4","31","28","60","21","19","67","45","30","25","30","49","21","37","48","15","0","0","0"
"01","61143","0000000",,2016,76,"B",369,"327",320,11,"1",78,"70","2626.4","37","31","68","18","14","65","48","35","17","42","42","17","25","69","6","55","28","17"
"01","61143","0000000",,2016,76,"B",369,"327",320,13,"1",369,"327","","30","29","59","25","16","320","37","43","20","37","46","17","20","71","9","37","51","11"
"01","61143","0000000",,2016,76,"B",369,"340",335,13,"2",369,"340","","35","27","62","22","16","335","46","30","23","38","44","18","40","44","15","0","0","0"
"01","61143","0000000",,2016,77,"B",41,"40",38,3,"2",9,"9","*","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2016,77,"B",41,"40",39,3,"1",9,"9","*","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2016,77,"B",41,"40",39,4,"1",5,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2016,77,"B",41,"40",38,4,"2",5,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2016,77,"B",41,"40",38,5,"2",5,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2016,77,"B",41,"40",39,5,"1",5,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2016,77,"B",41,"40",39,6,"1",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2016,77,"B",41,"40",38,6,"2",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2016,77,"B",41,"40",38,7,"2",7,"7","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2016,77,"B",41,"40",39,7,"1",7,"7","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2016,77,"B",41,"40",39,8,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2016,77,"B",41,"40",38,8,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2016,77,"B",41,"40",38,11,"2",10,"10","*","*","*","*","*","*","8","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2016,77,"B",41,"40",39,11,"1",10,"10","*","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0000000",,2016,77,"B",41,"40",39,13,"1",41,"40","","28","44","72","21","8","39","28","56","15","49","46","5","8","82","10","41","51","8"
"01","61143","0000000",,2016,77,"B",41,"40",38,13,"2",41,"40","","24","45","68","24","8","38","34","58","8","32","53","16","32","63","5","0","0","0"
"01","61143","0000000",,2016,78,"B",1142,"1062",1037,3,"2",186,"180","2435.8","17","34","52","29","19","180","33","41","26","27","51","22","25","63","13","0","0","0"
