"County Code","District Code","School Code","Filler","Test Year","Subgroup ID","Test Type","Total CAASPP Enrollment","Total Tested At Entity Level","Total Tested at Subgroup Level","Grade","Test Id","CAASPP Reported Enrollment","Students Tested","Mean Scale Score","Percentage Standard Exceeded","Percentage Standard Met","Percentage Standard Met and Above","Percentage Standard Nearly Met","Percentage Standard Not Met","Students with Scores","Area 1 Percentage Above Standard","Area 1 Percentage At or Near Standard","Area 1 Percentage Below Standard","Area 2 Percentage Above Standard","Area 2 Percentage At or Near Standard","Area 2 Percentage Below Standard","Area 3 Percentage Above Standard","Area 3 Percentage At or Near Standard","Area 3 Percentage Below Standard","Area 4 Percentage Above Standard","Area 4 Percentage At or Near Standard","Area 4 Percentage Below Standard"
"01","61143","0122697",,2015,90,"B",155,144,46,11,"1",75,23,"2559.3","4","43","48","35","17",23,"13","61","26","9","78","13","9","70","22","26","61","13"
"01","61143","0122697",,2015,90,"B",155,144,46,13,"1",75,23,"","4","43","48","35","17",23,"13","61","26","9","78","13","9","70","22","26","61","13"
"01","61143","0122697",,2015,90,"B",155,144,46,13,"2",75,23,"","0","0","0","18","82",22,"0","5","95","0","55","45","5","59","36","0","0","0"
"01","61143","0122697",,2015,91,"B",155,144,25,11,"2",75,12,"2499.6","0","0","0","30","70",10,"0","10","90","0","40","60","10","60","30","0","0","0"
"01","61143","0122697",,2015,91,"B",155,144,25,11,"1",75,13,"2589.3","17","42","58","17","25",12,"33","50","17","17","58","25","17","75","8","25","58","17"
"01","61143","0122697",,2015,91,"B",155,144,25,13,"1",75,13,"","17","42","58","17","25",12,"33","50","17","17","58","25","17","75","8","25","58","17"
"01","61143","0122697",,2015,91,"B",155,144,25,13,"2",75,12,"","0","0","0","30","70",10,"0","10","90","0","40","60","10","60","30","0","0","0"
"01","61143","0122697",,2015,92,"B",155,144,32,11,"2",75,17,"2569.9","8","15","23","38","38",13,"15","31","54","15","54","31","8","62","31","0","0","0"
"01","61143","0122697",,2015,92,"B",155,144,32,11,"1",75,17,"2580.6","18","29","47","35","18",17,"24","53","24","31","44","25","12","59","29","29","53","18"
"01","61143","0122697",,2015,92,"B",155,144,32,13,"1",75,17,"","18","29","47","35","18",17,"24","53","24","31","44","25","12","59","29","29","53","18"
"01","61143","0122697",,2015,92,"B",155,144,32,13,"2",75,17,"","8","15","23","38","38",13,"15","31","54","15","54","31","8","62","31","0","0","0"
"01","61143","0122697",,2015,93,"B",155,144,15,11,"2",75,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0122697",,2015,93,"B",155,144,15,11,"1",75,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0122697",,2015,93,"B",155,144,15,13,"1",75,3,"","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0122697",,2015,93,"B",155,144,15,13,"2",75,3,"","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0122697",,2015,94,"B",155,144,9,11,"1",75,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0122697",,2015,94,"B",155,144,9,11,"2",75,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0122697",,2015,94,"B",155,144,9,13,"2",75,5,"","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0122697",,2015,94,"B",155,144,9,13,"1",75,5,"","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0122697",,2015,99,"B",155,144,124,11,"2",75,60,"2524.9","6","6","11","30","58",53,"9","17","74","6","58","36","11","55","34","0","0","0"
"01","61143","0122697",,2015,99,"B",155,144,124,11,"1",75,61,"2595.3","17","40","57","30","13",60,"30","55","15","24","61","15","15","63","22","33","53","13"
"01","61143","0122697",,2015,99,"B",155,144,124,13,"1",75,61,"","17","40","57","30","13",60,"30","55","15","24","61","15","15","63","22","33","53","13"
"01","61143","0122697",,2015,99,"B",155,144,124,13,"2",75,60,"","6","6","11","30","58",53,"9","17","74","6","58","36","11","55","34","0","0","0"
"01","61143","0122697",,2015,111,"B",155,144,34,11,"2",75,17,"2565.7","21","7","29","14","57",14,"21","14","64","29","36","36","21","36","43","0","0","0"
"01","61143","0122697",,2015,111,"B",155,144,34,11,"1",75,17,"2619.5","24","41","65","18","18",17,"41","53","6","56","19","25","24","53","24","29","59","12"
"01","61143","0122697",,2015,111,"B",155,144,34,13,"1",75,17,"","24","41","65","18","18",17,"41","53","6","56","19","25","24","53","24","29","59","12"
"01","61143","0122697",,2015,111,"B",155,144,34,13,"2",75,17,"","21","7","29","14","57",14,"21","14","64","29","36","36","21","36","43","0","0","0"
"01","61143","0122697",,2015,121,"B",155,144,17,11,"1",75,10,"*","*","*","*","*","*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0122697",,2015,121,"B",155,144,17,11,"2",75,10,"*","*","*","*","*","*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0122697",,2015,121,"B",155,144,17,13,"2",75,10,"","*","*","*","*","*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0122697",,2015,121,"B",155,144,17,13,"1",75,10,"","*","*","*","*","*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0122697",,2015,128,"B",155,144,20,11,"1",75,10,"*","*","*","*","*","*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0122697",,2015,128,"B",155,144,20,11,"2",75,10,"*","*","*","*","*","*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0122697",,2015,128,"B",155,144,20,13,"2",75,10,"","*","*","*","*","*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0122697",,2015,128,"B",155,144,20,13,"1",75,10,"","*","*","*","*","*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0122697",,2015,142,"B",155,144,35,11,"1",75,13,"2461.7","0","8","8","31","62",13,"0","38","62","0","46","54","0","54","46","8","46","46"
"01","61143","0122697",,2015,142,"B",155,144,35,11,"2",75,13,"2408.1","0","8","8","0","92",12,"0","8","92","0","25","75","0","50","50","0","0","0"
"01","61143","0122697",,2015,142,"B",155,144,35,13,"2",75,13,"","0","8","8","0","92",12,"0","8","92","0","25","75","0","50","50","0","0","0"
"01","61143","0122697",,2015,142,"B",155,144,35,13,"1",75,13,"","0","8","8","31","62",13,"0","38","62","0","46","54","0","54","46","8","46","46"
"01","61143","0122697",,2015,160,"B",155,144,35,11,"1",75,13,"2461.7","0","8","8","31","62",13,"0","38","62","0","46","54","0","54","46","8","46","46"
"01","61143","0122697",,2015,160,"B",155,144,35,11,"2",75,13,"2408.1","0","8","8","0","92",12,"0","8","92","0","25","75","0","50","50","0","0","0"
"01","61143","0122697",,2015,160,"B",155,144,35,13,"2",75,13,"","0","8","8","0","92",12,"0","8","92","0","25","75","0","50","50","0","0","0"
"01","61143","0122697",,2015,160,"B",155,144,35,13,"1",75,13,"","0","8","8","31","62",13,"0","38","62","0","46","54","0","54","46","8","46","46"
"01","61143","0122697",,2015,180,"B",155,144,70,11,"2",75,29,"2551.4","12","8","20","36","44",25,"16","24","60","16","44","40","12","56","32","0","0","0"
"01","61143","0122697",,2015,180,"B",155,144,70,11,"1",75,30,"2605.4","24","38","62","21","17",29,"31","55","14","36","43","21","24","48","28","38","52","10"
"01","61143","0122697",,2015,180,"B",155,144,70,13,"1",75,30,"","24","38","62","21","17",29,"31","55","14","36","43","21","24","48","28","38","52","10"
"01","61143","0122697",,2015,180,"B",155,144,70,13,"2",75,29,"","12","8","20","36","44",25,"16","24","60","16","44","40","12","56","32","0","0","0"
"01","61143","0122697",,2015,200,"B",155,144,25,11,"2",75,10,"*","*","*","*","*","*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0122697",,2015,200,"B",155,144,25,11,"1",75,10,"*","*","*","*","*","*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0122697",,2015,200,"B",155,144,25,13,"1",75,10,"","*","*","*","*","*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0122697",,2015,200,"B",155,144,25,13,"2",75,10,"","*","*","*","*","*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0122697",,2015,204,"B",155,144,77,11,"1",75,43,"2561.2","10","38","48","31","21",42,"19","55","26","7","74","19","7","69","24","26","55","19"
"01","61143","0122697",,2015,204,"B",155,144,77,11,"2",75,42,"2492.7","0","5","5","28","67",39,"3","15","82","0","59","41","8","59","33","0","0","0"
"01","61143","0122697",,2015,204,"B",155,144,77,13,"2",75,42,"","0","5","5","28","67",39,"3","15","82","0","59","41","8","59","33","0","0","0"
"01","61143","0122697",,2015,204,"B",155,144,77,13,"1",75,43,"","10","38","48","31","21",42,"19","55","26","7","74","19","7","69","24","26","55","19"
"01","61143","0122697",,2015,220,"B",155,144,13,11,"1",75,7,"*","*","*","*","*","*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0122697",,2015,220,"B",155,144,13,11,"2",75,7,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0122697",,2015,220,"B",155,144,13,13,"2",75,7,"","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0122697",,2015,220,"B",155,144,13,13,"1",75,7,"","*","*","*","*","*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0122697",,2015,223,"B",155,144,1,11,"2",75,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0122697",,2015,223,"B",155,144,1,11,"1",75,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0122697",,2015,223,"B",155,144,1,13,"1",75,1,"","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0122697",,2015,223,"B",155,144,1,13,"2",75,1,"","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0122697",,2015,224,"B",155,144,10,11,"2",75,6,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0122697",,2015,224,"B",155,144,10,11,"1",75,6,"*","*","*","*","*","*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0122697",,2015,224,"B",155,144,10,13,"1",75,6,"","*","*","*","*","*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0122697",,2015,224,"B",155,144,10,13,"2",75,6,"","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0122697",,2015,226,"B",155,144,5,11,"2",75,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0122697",,2015,226,"B",155,144,5,11,"1",75,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0122697",,2015,226,"B",155,144,5,13,"1",75,2,"","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0122697",,2015,226,"B",155,144,5,13,"2",75,2,"","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0128843",,2015,1,"B",1,1,1,6,"2",1,1,"*","*","*","*","*","*",0,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0128843",,2015,1,"B",1,1,1,6,"1",1,1,"*","*","*","*","*","*",0,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0128843",,2015,1,"B",1,1,1,13,"1",1,1,"","*","*","*","*","*",0,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0128843",,2015,1,"B",1,1,1,13,"2",1,1,"","*","*","*","*","*",0,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0128843",,2015,3,"B",1,1,1,6,"1",1,1,"*","*","*","*","*","*",0,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0128843",,2015,3,"B",1,1,1,6,"2",1,1,"*","*","*","*","*","*",0,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0128843",,2015,3,"B",1,1,1,13,"2",1,1,"","*","*","*","*","*",0,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0128843",,2015,3,"B",1,1,1,13,"1",1,1,"","*","*","*","*","*",0,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0128843",,2015,6,"B",1,1,1,6,"1",1,1,"*","*","*","*","*","*",0,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0128843",,2015,6,"B",1,1,1,6,"2",1,1,"*","*","*","*","*","*",0,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0128843",,2015,6,"B",1,1,1,13,"2",1,1,"","*","*","*","*","*",0,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0128843",,2015,6,"B",1,1,1,13,"1",1,1,"","*","*","*","*","*",0,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0128843",,2015,74,"B",1,1,1,6,"2",1,1,"*","*","*","*","*","*",0,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0128843",,2015,74,"B",1,1,1,6,"1",1,1,"*","*","*","*","*","*",0,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0128843",,2015,74,"B",1,1,1,13,"1",1,1,"","*","*","*","*","*",0,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0128843",,2015,74,"B",1,1,1,13,"2",1,1,"","*","*","*","*","*",0,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0128843",,2015,91,"B",1,1,1,6,"2",1,1,"*","*","*","*","*","*",0,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0128843",,2015,91,"B",1,1,1,6,"1",1,1,"*","*","*","*","*","*",0,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0128843",,2015,91,"B",1,1,1,13,"1",1,1,"","*","*","*","*","*",0,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0128843",,2015,91,"B",1,1,1,13,"2",1,1,"","*","*","*","*","*",0,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0128843",,2015,99,"B",1,1,1,6,"2",1,1,"*","*","*","*","*","*",0,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0128843",,2015,99,"B",1,1,1,6,"1",1,1,"*","*","*","*","*","*",0,"*","*","*","*","*","*","*","*","*","*","*","*"
"01","61143","0128843",,2015,99,"B",1,1,1,13,"1",1,1,"","*","*","*","*","*",0,"*","*","*","*","*","*","*","*","*","*","*","*"
